0	0.004
100	0.259
200	0.477
300	0.696
400	0.928
500	1.164
600	1.387
700	1.614
800	1.845
900	2.073
1000	2.306
1100	2.535
1200	2.809
1300	3.030
1400	3.266
1500	3.500
1600	3.721
1700	3.953
1800	4.187
1900	4.405
2000	4.658
2100	4.880
2200	5.121
2300	5.340
2400	5.582
2500	5.770
2600	5.981
2700	6.210
2800	6.501
2900	6.671
3000	6.902
3100	7.151
3200	7.380
3300	7.629
3400	7.840
3500	8.053
3600	8.281
3700	8.511
3800	8.740
3900	8.972
4000	9.199
4100	9.430
4200	9.677
4300	9.891
4400	10.121
4500	10.369
4600	10.582
4700	10.813
4800	11.041
4900	11.277
5000	11.505
5100	11.731
5200	11.981
5300	12.213
5400	12.453
5500	12.654
5600	12.882
5700	13.109
5800	13.344
5900	13.597
6000	13.810
6100	14.036
6200	14.284
6300	14.493
6400	14.717
6500	14.969
6600	15.186
6700	15.434
6800	15.639
6900	15.865
7000	16.101
7100	16.326
7200	16.555
7300	16.804
7400	17.018
7500	17.247
7600	17.491
7700	17.783
7800	17.955
7900	18.182
8000	18.396
8100	18.646
8200	18.862
8300	19.094
8400	19.323
8500	19.563
8600	19.777
8700	20.004
8800	20.243
8900	20.562
9000	20.772
9100	20.976
9200	21.192
9300	21.412
9400	21.662
9500	21.956
9600	22.354
9700	22.680
9800	22.956
9900	23.197
10000	23.064
10100	23.230
10200	23.452
10300	23.723
10400	23.935
10500	24.187
10600	24.376
10700	24.670
10800	24.836
10900	25.211
11000	25.343
11100	25.531
11200	25.777
11300	26.007
11400	26.235
11500	26.440
11600	26.690
11700	26.917
11800	27.131
11900	27.377
12000	27.593
12100	27.845
12200	28.172
12300	28.299
12400	28.548
12500	28.740
12600	28.993
12700	29.224
12800	29.428
12900	29.666
13000	29.908
13100	30.122
13200	30.371
13300	30.582
13400	30.950
13500	31.080
13600	31.272
13700	31.516
13800	31.766
13900	31.960
14000	32.205
14100	32.421
14200	32.692
14300	32.894
14400	33.137
14500	33.452
14600	33.606
14700	33.795
14800	34.029
14900	34.272
15000	34.487
15100	34.720
15200	34.952
15300	35.216
15400	35.434
15500	35.816
15600	35.911
15700	36.122
15800	36.338
15900	36.561
16000	36.789
16100	37.036
16200	37.248
16300	37.500
16400	37.790
16500	37.984
16600	38.183
16700	38.414
16800	38.686
16900	38.857
17000	39.125
17100	39.316
17200	39.547
17300	39.853
17400	40.100
17500	40.271
17600	40.477
17700	40.693
17800	40.940
17900	41.172
18000	41.404
18100	41.620
18200	42.002
18300	42.092
18400	42.321
18500	42.565
18600	42.778
18700	43.003
18800	43.411
18900	43.501
19000	43.802
19100	43.947
19200	44.153
19300	44.396
19400	44.617
19500	44.875
19600	45.085
19700	45.295
19800	45.659
19900	45.773
20000	46.037
