0	0.008
100	0.003
200	0.004
300	0.004
400	0.007
500	0.009
600	0.008
700	0.008
800	0.009
900	0.010
1000	0.009
1100	0.010
1200	0.014
1300	0.014
1400	0.014
1500	0.017
1600	0.016
1700	0.015
1800	0.019
1900	0.020
2000	0.018
2100	0.020
2200	0.022
2300	0.021
2400	0.023
2500	0.024
2600	0.023
2700	0.026
2800	0.027
2900	0.026
3000	0.027
3100	0.028
3200	0.030
3300	0.030
3400	0.031
3500	0.030
3600	0.032
3700	0.032
3800	0.034
3900	0.035
4000	0.036
4100	0.037
4200	0.039
4300	0.038
4400	0.039
4500	0.042
4600	0.040
4700	0.041
4800	0.044
4900	0.043
5000	0.044
5100	0.046
5200	0.049
5300	0.046
5400	0.047
5500	0.047
5600	0.050
5700	0.052
5800	0.050
5900	0.052
6000	0.051
6100	0.053
6200	0.052
6300	0.052
6400	0.055
6500	0.056
6600	0.053
6700	0.056
6800	0.057
6900	0.061
7000	0.059
7100	0.061
7200	0.064
7300	0.063
7400	0.064
7500	0.063
7600	0.068
7700	0.070
7800	0.068
7900	0.069
8000	0.070
8100	0.068
8200	0.068
8300	0.072
8400	0.070
8500	0.074
8600	0.073
8700	0.075
8800	0.075
8900	0.080
9000	0.079
9100	0.081
9200	0.076
9300	0.079
9400	0.080
9500	0.084
9600	0.087
9700	0.084
9800	0.083
9900	0.085
10000	0.082
10100	0.083
10200	0.087
10300	0.089
10400	0.091
10500	0.092
10600	0.091
10700	0.090
10800	0.092
10900	0.099
11000	0.096
11100	0.092
11200	0.098
11300	0.096
11400	0.095
11500	0.098
11600	0.101
11700	0.101
11800	0.102
11900	0.103
12000	0.101
12100	0.103
12200	0.104
12300	0.106
12400	0.107
12500	0.106
12600	0.105
12700	0.106
12800	0.109
12900	0.107
13000	0.111
13100	0.110
13200	0.111
13300	0.111
13400	0.114
13500	0.113
13600	0.112
13700	0.117
13800	0.115
13900	0.115
14000	0.120
14100	0.118
14200	0.119
14300	0.121
14400	0.120
14500	0.123
14600	0.124
14700	0.124
14800	0.125
14900	0.127
15000	0.127
15100	0.127
15200	0.124
15300	0.126
15400	0.126
15500	0.134
15600	0.132
15700	0.134
15800	0.131
15900	0.130
16000	0.131
16100	0.137
16200	0.133
16300	0.136
16400	0.136
16500	0.141
16600	0.139
16700	0.140
16800	0.142
16900	0.140
17000	0.141
17100	0.142
17200	0.142
17300	0.144
17400	0.149
17500	0.145
17600	0.145
17700	0.149
17800	0.150
17900	0.149
18000	0.150
18100	0.151
18200	0.157
18300	0.155
18400	0.156
18500	0.156
18600	0.153
18700	0.159
18800	0.154
18900	0.161
19000	0.162
19100	0.161
19200	0.159
19300	0.159
19400	0.159
19500	0.162
19600	0.160
19700	0.163
19800	0.171
19900	0.165
20000	0.168
