0	0.5
100	86.3
200	119.3
300	174.0
400	132.6
500	129.3
600	173.4
700	201.8
800	205.0
900	207.3
1000	256.2
1100	253.5
1200	200.6
1300	216.4
1400	233.3
1500	205.9
1600	232.6
1700	263.5
1800	220.4
1900	220.2
2000	258.8
2100	244.0
2200	232.8
2300	254.3
2400	242.7
2500	240.4
2600	260.0
2700	238.8
2800	240.8
2900	256.6
3000	255.6
3100	255.4
3200	246.0
3300	254.3
3400	252.9
3500	268.4
3600	258.8
3700	266.0
3800	257.1
3900	256.3
4000	255.5
4100	254.9
4200	248.1
4300	260.3
4400	259.5
4500	246.9
4600	264.5
4700	263.7
4800	250.9
4900	262.3
5000	261.5
5100	255.0
5200	244.5
5300	265.5
5400	265.0
5500	269.2
5600	257.6
5700	252.1
5800	266.9
5900	261.5
6000	270.8
6100	264.8
6200	274.7
6300	278.7
6400	267.6
6500	267.3
6600	286.5
6700	275.6
6800	274.4
6900	260.1
7000	272.9
7100	267.6
7200	258.7
7300	266.7
7400	265.9
7500	273.8
7600	257.2
7700	254.0
7800	264.0
7900	263.5
8000	262.8
8100	274.2
8200	277.4
8300	265.2
8400	276.0
8500	264.4
8600	270.9
8700	266.7
8800	269.9
8900	257.0
9000	262.9
9100	259.0
9200	278.8
9300	271.0
9400	270.8
9500	261.4
9600	256.9
9700	270.0
9800	276.6
9900	272.9
10000	281.3
10100	279.9
10200	269.6
10300	266.6
10400	263.0
10500	262.9
10600	267.9
10700	274.1
10800	270.0
10900	254.7
11000	264.0
11100	277.5
11200	263.0
11300	270.9
11400	276.2
11500	269.8
11600	264.3
11700	266.5
11800	266.0
11900	265.8
12000	273.2
12100	270.3
12200	270.9
12300	267.0
12400	266.8
12500	271.1
12600	276.1
12700	275.7
12800	270.0
12900	277.3
13000	269.4
13100	273.8
13200	273.6
13300	275.5
13400	271.5
13500	275.0
13600	279.2
13700	269.4
13800	276.2
13900	277.9
14000	268.4
14100	274.8
14200	274.7
14300	271.9
14400	276.1
14500	272.0
14600	271.0
14700	272.5
14800	272.2
14900	269.9
15000	271.6
15100	273.4
15200	281.9
15300	279.5
15400	281.2
15500	267.3
15600	272.1
15700	269.6
15800	277.4
15900	281.2
16000	280.8
16100	270.3
16200	280.1
16300	275.7
16400	277.9
16500	269.4
16600	274.7
16700	274.4
16800	272.4
16900	277.6
17000	277.5
17100	276.9
17200	278.5
17300	276.8
17400	269.1
17500	277.7
17600	279.2
17700	273.1
17800	272.9
17900	276.3
18000	276.0
18100	275.6
18200	267.5
18300	271.6
18400	271.3
18500	272.9
18600	279.6
18700	270.5
18800	281.9
18900	270.2
19000	270.4
19100	273.0
19200	277.7
19300	279.2
19400	280.6
19500	277.0
19600	281.8
19700	277.9
19800	267.0
19900	277.4
20000	274.0
